event_id,dataset_type,is_demo,latitude,longitude,acquisition_datetime,satellite,instrument,frp,brightness_temperature_k,firms_confidence,scan_km,track_km,day_night,nearest_facility_type,nearest_facility_distance_m,industrial_context_score,nearest_water_distance_m,dw_water,dw_trees,dw_grass,dw_flooded_vegetation,dw_crops,dw_shrub_scrub,dw_built,dw_bare,dw_snow_ice,dw_dominant_class,dw_confidence,detections_24h,detections_3d,detections_7d,active_days,persistence_duration_days,mean_frp,max_frp,target_class
demo_000672,synthetic_demo,True,24.449114,84.294083,2026-06-02T22:04:00,MODIS,MODIS,134.238,337.218,99.59,1.15,1.695,D,none,100.74,0.8941,1988.92,0.030426,0.018021,0.022164,0.014211,5e-06,7e-06,0.81535,0.098764,0.001052,built,0.81535,56,169,229,187,187,126.992,141.501,Persistent Thermal Source
demo_000774,synthetic_demo,True,21.599257,87.590141,2026-04-10T22:27:00,VIIRS,MODIS,101.773,334.146,94.08,0.98,0.619,D,warehouse,108.07,0.8899,437.75,0.017535,0.074761,0.004153,0.000542,0.012402,0.067062,0.446065,0.37748,0.0,built,0.446065,107,231,286,379,379,71.347,112.686,Persistent Thermal Source
demo_000032,synthetic_demo,True,17.892799,72.847561,2026-04-09T21:51:00,VIIRS,VIIRS,45.203,332.296,93.67,0.725,0.555,D,industrial,74.67,0.6327,1676.09,0.033671,0.05595,0.000562,0.016853,0.011893,0.0,0.614942,0.266129,0.0,built,0.614942,6,11,38,29,29,34.373,49.623,Industrial Fire
demo_000622,synthetic_demo,True,22.22699,84.75817,2026-08-12T02:43:00,MODIS,VIIRS,84.197,334.55,97.38,1.008,0.707,D,farm,123.67,0.6461,438.72,0.013012,0.061573,0.000323,0.137139,0.003076,0.014729,0.707108,0.06304,0.0,built,0.707108,51,130,206,262,262,74.796,106.985,Persistent Thermal Source
demo_000026,synthetic_demo,True,19.99963,73.181019,2026-05-20T15:08:00,VIIRS,VIIRS,67.625,328.463,74.95,1.035,0.493,N,forest,152.53,0.8949,1145.63,0.029333,0.091154,0.008581,0.001573,0.004149,0.050368,0.711653,0.102536,0.000654,built,0.711653,2,5,7,9,9,54.7,75.872,Industrial Fire
demo_000106,synthetic_demo,True,17.418333,70.485801,2026-05-14T23:22:00,MODIS,MODIS,46.242,320.552,79.74,0.847,0.925,D,forest,146.5,0.6897,828.18,0.025743,0.005063,0.012758,0.056762,0.047549,3.6e-05,0.556346,0.295714,2.9e-05,built,0.556346,4,10,18,26,26,41.24,46.49,Industrial Fire
demo_000116,synthetic_demo,True,19.88799,72.413068,2026-05-25T15:17:00,MODIS,VIIRS,47.815,336.28,91.09,0.835,0.375,D,farm,534.96,0.5614,1989.14,0.16622,0.005916,0.032757,3.3e-05,1.3e-05,0.00217,0.637731,0.154856,0.000304,built,0.637731,1,4,7,7,7,46.55,68.741,Industrial Fire
demo_000331,synthetic_demo,True,23.578369,78.751126,2026-03-04T06:10:00,MODIS,MODIS,88.8,346.324,65.93,1.292,0.365,N,warehouse,2721.17,0.0516,795.3,0.068821,0.562699,0.124765,0.000317,0.061679,0.112406,0.0,0.069313,0.0,trees,0.562699,5,6,14,11,11,78.587,134.708,Wildfire / Natural Fire
demo_000557,synthetic_demo,True,32.430571,75.168766,2026-07-30T16:45:00,VIIRS,VIIRS,20.008,324.687,66.66,1.135,1.396,D,none,987.01,0.0687,474.05,0.095072,0.038329,0.326194,0.002813,0.312774,0.017391,0.075674,0.121299,0.010453,grass,0.326194,1,1,1,1,1,17.16,20.772,Agricultural Fire
demo_000146,synthetic_demo,True,18.315811,71.343188,2026-03-08T09:58:00,MODIS,VIIRS,40.478,335.421,89.34,1.057,1.083,N,industrial,210.24,0.6518,604.33,0.01047,0.019556,0.016838,0.310603,0.0312,0.010453,0.484619,0.116261,0.0,built,0.484619,3,10,25,21,21,30.957,48.528,Industrial Fire
demo_000193,synthetic_demo,True,17.614144,75.310108,2026-08-16T04:34:00,MODIS,VIIRS,82.196,325.384,99.38,1.321,2.124,D,none,82.63,0.6777,304.33,0.316404,0.011287,0.011557,0.010126,0.001102,4.4e-05,0.608503,0.040978,0.0,built,0.608503,1,2,5,4,4,64.362,93.307,Industrial Fire
demo_000216,synthetic_demo,True,21.913523,77.80558,2026-03-10T15:20:00,VIIRS,MODIS,237.457,334.136,76.27,0.923,1.058,D,industrial,2083.34,0.0967,2389.29,0.113231,0.573862,0.097432,0.002749,0.003885,0.147822,3.3e-05,0.060678,0.000309,trees,0.573862,2,2,6,6,6,233.242,392.307,Wildfire / Natural Fire
demo_000644,synthetic_demo,True,22.203337,87.828067,2026-05-15T09:35:00,VIIRS,VIIRS,76.805,346.343,93.08,1.257,0.459,D,none,125.06,0.7814,1135.18,0.029941,0.01611,0.006714,7e-05,0.013813,0.001925,0.789198,0.14223,0.0,built,0.789198,74,267,640,452,452,71.215,82.671,Persistent Thermal Source
demo_000474,synthetic_demo,True,32.653894,73.527571,2026-01-06T03:55:00,VIIRS,VIIRS,24.1,323.112,86.76,1.308,0.413,D,none,1298.17,0.1885,231.69,0.075139,0.032297,0.087018,0.007552,0.323006,0.268567,0.039854,0.166567,0.0,crops,0.323006,1,2,3,4,4,20.501,31.691,Agricultural Fire
demo_000410,synthetic_demo,True,29.995193,75.316826,2026-07-08T04:14:00,MODIS,VIIRS,24.448,319.732,92.43,1.042,0.503,D,water,778.01,0.2338,653.81,0.076571,0.084283,0.083494,0.018679,0.619212,0.085176,0.016057,0.016528,0.0,crops,0.619212,1,1,1,2,2,24.402,27.385,Agricultural Fire
demo_000044,synthetic_demo,True,17.993202,71.601579,2026-01-27T04:07:00,VIIRS,VIIRS,71.261,334.981,79.66,1.106,1.78,D,none,123.25,0.7409,1512.59,0.118908,0.109202,0.042911,0.062327,0.036528,0.00825,0.361608,0.260267,0.0,built,0.361608,7,24,24,27,27,50.046,71.261,Industrial Fire
demo_000014,synthetic_demo,True,20.167829,72.739036,2026-04-11T07:53:00,VIIRS,MODIS,83.24,,82.99,0.767,0.368,D,industrial,156.19,0.8785,1433.82,0.030796,0.08193,0.060816,0.090575,0.014016,0.000474,0.55819,0.163203,0.0,built,0.55819,2,4,8,6,6,84.579,145.309,Industrial Fire
demo_000975,synthetic_demo,True,25.263383,70.947831,2026-02-17T21:21:00,VIIRS,VIIRS,30.102,308.261,65.22,0.529,1.468,D,none,5365.53,0.2323,1029.46,0.00555,0.229818,0.215834,0.012733,0.168111,0.087892,0.004813,0.275249,0.0,bare,0.275249,1,3,5,6,6,21.829,36.435,Unknown / Other
demo_000632,synthetic_demo,True,23.541167,85.178634,2026-05-01T11:06:00,VIIRS,VIIRS,107.26,337.183,98.12,1.691,0.628,D,industrial,131.49,0.685,1024.02,0.057261,0.008386,0.005321,0.014424,0.000412,0.001427,0.810824,0.101946,0.0,built,0.810824,78,313,313,374,374,81.553,113.713,Persistent Thermal Source
demo_000722,synthetic_demo,True,24.286226,84.519492,2026-01-31T16:20:00,MODIS,VIIRS,39.816,342.468,97.22,1.704,1.536,D,industrial,58.48,0.7346,185.82,0.04573,0.029545,0.02581,0.0,0.003796,0.045038,0.726692,0.123343,4.6e-05,built,0.726692,189,245,609,556,556,29.154,39.816,Persistent Thermal Source
demo_000189,synthetic_demo,True,19.383891,73.68265,2026-04-30T11:37:00,MODIS,MODIS,153.177,332.935,73.91,1.136,0.967,N,warehouse,9.16,0.9912,364.58,0.012884,0.021193,0.066292,0.103108,0.028671,1.6e-05,0.453553,0.314284,0.0,built,0.453553,9,20,20,25,25,111.276,155.657,Industrial Fire
demo_000779,synthetic_demo,True,22.566527,84.519258,2026-03-18T12:08:00,VIIRS,MODIS,81.679,337.146,97.4,0.586,1.036,N,warehouse,595.8,0.908,1631.58,0.120098,0.06474,0.022223,0.084865,0.020204,0.001561,0.584599,0.10171,0.0,built,0.584599,64,131,223,303,303,59.027,86.648,Persistent Thermal Source
demo_000199,synthetic_demo,True,18.863829,73.78344,2026-07-19T12:46:00,MODIS,VIIRS,80.713,330.95,81.76,1.266,0.778,N,none,114.49,0.6413,1656.12,0.090974,0.027317,0.140961,0.004558,0.15403,0.032266,0.401229,0.148614,5.1e-05,built,0.401229,6,9,32,27,27,68.118,121.201,Industrial Fire
demo_000108,synthetic_demo,True,21.370159,74.017554,2026-07-29T19:07:00,MODIS,VIIRS,63.63,333.996,73.54,0.386,0.764,N,industrial,390.92,0.5987,981.1,0.161341,0.003854,0.00759,0.030722,0.112572,0.002362,0.516779,0.163657,0.001121,built,0.516779,6,12,31,24,24,62.869,67.296,Industrial Fire
demo_000530,synthetic_demo,True,29.5704,75.695913,2026-07-28T17:36:00,VIIRS,MODIS,44.491,334.549,91.78,1.098,0.728,D,forest,627.24,0.1923,613.77,0.011896,0.083454,0.061041,0.000453,0.702399,0.022795,0.014883,0.088333,0.014746,crops,0.702399,1,1,1,1,1,46.633,75.5,Agricultural Fire
demo_000745,synthetic_demo,True,21.35009,83.428853,2026-02-24T06:25:00,MODIS,MODIS,89.196,343.677,95.07,1.545,0.577,N,farm,113.68,0.5592,262.77,0.141125,0.028486,0.011969,0.005288,0.002366,0.038615,0.532926,0.11379,0.125435,built,0.532926,168,554,955,711,711,93.049,100.296,Persistent Thermal Source
demo_000478,synthetic_demo,True,30.804822,74.676582,2026-08-17T07:28:00,MODIS,MODIS,12.486,335.272,85.34,1.034,1.282,D,farm,1245.18,0.2504,873.09,0.058235,0.103425,0.171281,0.040832,0.489132,0.073722,0.014165,0.047289,0.001921,crops,0.489132,1,1,1,1,1,12.92,16.617,Agricultural Fire
demo_000355,synthetic_demo,True,23.084219,76.042642,2026-07-28T23:05:00,VIIRS,VIIRS,130.703,338.722,97.05,0.772,1.009,D,industrial,1632.56,0.1148,2330.45,0.031874,0.436679,0.375855,0.052379,0.034208,0.048778,0.016693,0.003535,0.0,trees,0.436679,1,6,10,9,9,97.349,130.703,Wildfire / Natural Fire
demo_000438,synthetic_demo,True,31.395635,75.312624,2026-04-30T05:19:00,VIIRS,VIIRS,75.561,337.127,81.24,1.419,0.812,D,industrial,394.06,0.1709,256.98,0.039028,0.056822,0.085421,0.016203,0.629953,0.084986,0.009225,0.078362,0.0,crops,0.629953,1,1,3,4,4,68.7,88.629,Agricultural Fire
demo_000269,synthetic_demo,True,21.851111,76.483637,2026-08-08T22:54:00,MODIS,VIIRS,392.42,353.715,89.07,1.004,1.77,D,none,3905.91,0.0259,292.22,0.067575,0.491467,0.0665,0.000166,0.209602,0.155789,0.004753,0.004149,0.0,trees,0.491467,1,4,12,11,11,285.245,392.42,Wildfire / Natural Fire
demo_000854,synthetic_demo,True,26.341366,69.626536,2026-02-01T06:33:00,VIIRS,MODIS,36.254,319.114,60.05,0.404,1.594,D,forest,3790.97,0.0547,268.86,0.099284,0.150939,0.035685,4.2e-05,0.011521,0.377033,0.018495,0.306999,0.0,shrub_scrub,0.377033,2,6,9,8,8,32.59,36.585,Unknown / Other
demo_000719,synthetic_demo,True,22.064728,85.680964,2026-04-28T09:18:00,VIIRS,MODIS,84.014,348.647,84.42,0.904,0.642,D,forest,132.05,0.9006,503.55,0.002482,0.057244,0.023814,2.4e-05,0.035546,0.0,0.72972,0.151169,0.0,built,0.72972,111,267,806,666,666,65.72,105.964,Persistent Thermal Source
demo_000241,synthetic_demo,True,21.316058,79.454938,2026-04-19T01:56:00,MODIS,VIIRS,281.953,340.664,83.51,0.39,1.634,D,forest,2432.76,0.1443,1534.48,0.018338,0.592707,0.073698,0.159114,0.013092,0.032538,0.000431,0.110081,0.0,trees,0.592707,1,5,13,10,10,215.27,281.953,Wildfire / Natural Fire
demo_000446,synthetic_demo,True,29.514497,74.217042,2026-03-09T06:45:00,MODIS,VIIRS,41.899,317.19,75.06,1.612,1.643,D,none,1105.41,0.0511,911.87,0.05705,0.051157,0.186008,0.015492,0.456099,0.089474,0.00519,0.13953,0.0,crops,0.456099,1,1,1,1,1,35.181,52.195,Agricultural Fire
demo_000841,synthetic_demo,True,25.672998,69.14835,2026-03-26T14:05:00,MODIS,MODIS,122.35,329.069,40.65,0.77,0.45,D,industrial,2658.04,0.228,477.89,0.048906,0.095156,0.001725,0.00316,0.18097,0.285284,0.000532,0.384268,0.0,bare,0.384268,4,6,8,9,9,95.05,122.35,Unknown / Other
demo_000439,synthetic_demo,True,30.213595,74.769463,2026-01-18T21:36:00,VIIRS,VIIRS,23.587,,75.16,1.463,1.201,D,farm,155.02,0.121,1149.84,0.01169,0.257298,0.132323,0.013015,0.464897,0.008456,0.007814,0.104506,3e-06,crops,0.464897,1,1,3,3,3,17.672,23.587,Agricultural Fire
demo_000279,synthetic_demo,True,19.719651,81.879335,2026-02-11T22:39:00,VIIRS,VIIRS,143.763,338.336,65.38,1.674,0.696,D,forest,1672.1,0.1211,549.91,0.071367,0.387577,0.208064,0.008013,0.180883,0.123849,0.0,0.020246,0.0,trees,0.387577,1,4,10,11,11,124.709,156.078,Wildfire / Natural Fire
demo_000429,synthetic_demo,True,29.894778,74.327436,2026-05-19T19:15:00,MODIS,VIIRS,63.938,335.24,61.9,0.45,1.491,N,industrial,1340.5,0.1106,1353.32,0.115289,0.085475,0.115578,0.024993,0.313746,0.135893,0.016274,0.188925,0.003827,crops,0.313746,1,1,2,2,2,67.035,78.309,Agricultural Fire
demo_000411,synthetic_demo,True,29.885345,74.631373,2026-01-26T11:24:00,MODIS,VIIRS,33.374,,75.35,1.185,1.714,D,warehouse,495.54,0.0717,2925.39,0.039885,0.067691,0.034431,0.003343,0.656477,0.157357,0.017667,0.022365,0.000784,crops,0.656477,1,1,2,2,2,24.628,33.374,Agricultural Fire
demo_000980,synthetic_demo,True,25.407872,69.477409,2026-03-24T17:26:00,MODIS,MODIS,32.031,323.963,72.01,0.703,1.658,D,none,4293.72,0.2413,1835.17,0.158925,0.222702,0.016933,0.000269,0.007901,0.149235,0.004144,0.431225,0.008665,bare,0.431225,1,7,7,9,9,27.753,42.414,Unknown / Other
demo_000270,synthetic_demo,True,22.518654,77.954889,2026-03-18T03:32:00,MODIS,VIIRS,171.171,330.031,90.64,0.897,0.694,D,forest,2561.73,0.0503,582.54,0.025709,0.573721,0.095619,0.04858,0.001306,0.246979,5e-06,0.008081,0.0,trees,0.573721,1,1,1,1,1,123.392,214.562,Wildfire / Natural Fire
demo_000733,synthetic_demo,True,23.116879,86.24656,2026-05-30T11:17:00,MODIS,VIIRS,169.519,340.259,92.66,1.234,0.43,D,farm,146.37,0.7183,756.22,0.018072,0.039951,0.00634,0.005732,0.007043,0.006286,0.647428,0.269148,0.0,built,0.647428,176,399,912,647,647,143.691,211.752,Persistent Thermal Source
demo_000061,synthetic_demo,True,19.240622,73.852196,2026-03-23T21:16:00,MODIS,MODIS,29.743,341.713,79.01,1.73,2.054,D,forest,260.28,0.9149,1274.2,0.100329,0.007367,0.021569,0.043824,0.054014,0.004297,0.642279,0.126321,1e-06,built,0.642279,4,9,17,19,19,22.304,37.742,Industrial Fire
demo_000828,synthetic_demo,True,26.075589,71.068117,2026-04-08T21:50:00,MODIS,VIIRS,20.649,314.394,38.57,0.438,2.078,D,farm,4832.83,0.1087,210.85,0.006791,0.216933,0.028114,0.004606,0.003451,0.099123,0.055861,0.585121,0.0,bare,0.585121,2,3,5,6,6,18.329,23.022,Unknown / Other
demo_000495,synthetic_demo,True,31.175197,71.137214,2026-01-09T06:26:00,MODIS,MODIS,17.483,323.943,69.27,1.153,0.506,N,none,405.22,0.3413,1848.97,0.157644,0.032075,0.01428,0.013589,0.350497,0.013712,0.043952,0.352589,0.021662,bare,0.352589,1,1,4,3,3,12.611,22.421,Agricultural Fire
demo_000815,synthetic_demo,True,26.351879,70.28502,2026-07-31T09:46:00,MODIS,VIIRS,5.973,324.838,80.68,0.752,1.605,D,none,4190.07,0.1137,392.59,0.063614,0.129761,0.057734,0.001636,0.039582,0.22647,0.056323,0.418919,0.00596,bare,,2,4,10,11,11,5.262,5.973,Unknown / Other
demo_000862,synthetic_demo,True,26.675406,71.047408,2026-07-01T04:55:00,MODIS,VIIRS,72.391,322.584,41.02,1.763,1.428,D,warehouse,5466.65,0.1435,1970.01,0.106904,0.044917,0.050075,7.7e-05,0.010402,0.125414,0.02073,0.64148,0.0,bare,0.64148,2,6,9,7,7,67.295,79.103,Unknown / Other
demo_000072,synthetic_demo,True,16.816628,72.368564,2026-06-30T22:16:00,VIIRS,VIIRS,87.389,324.406,88.7,1.296,0.406,D,none,254.58,0.7257,698.47,0.015847,0.014296,0.003377,0.02694,0.025445,0.012514,0.673098,0.186209,0.042275,built,0.673098,1,2,4,4,4,66.404,87.389,Industrial Fire
demo_000254,synthetic_demo,True,21.418518,72.838362,2026-01-29T12:47:00,MODIS,MODIS,213.888,333.188,71.62,0.465,1.944,D,none,1839.04,0.09,1538.07,0.02009,0.708373,0.022729,0.00495,0.104644,0.1182,0.002943,0.013175,0.004895,trees,0.708373,1,2,4,6,6,168.978,251.76,Wildfire / Natural Fire
demo_000361,synthetic_demo,True,20.622762,77.712165,2026-02-03T07:15:00,MODIS,VIIRS,119.791,361.743,81.35,0.603,0.684,N,industrial,857.74,0.0997,545.27,0.000987,0.696503,0.08136,0.000652,0.0471,0.166563,0.001731,0.002935,0.002169,trees,0.696503,1,9,9,10,10,89.42,156.946,Wildfire / Natural Fire
demo_000580,synthetic_demo,True,30.308516,75.741137,2026-02-14T12:56:00,VIIRS,MODIS,122.35,328.357,66.67,1.772,2.031,D,none,314.23,0.1198,2356.42,0.070116,0.0061,0.124546,0.009755,0.517192,0.099168,0.0208,0.152317,6e-06,crops,0.517192,1,2,4,4,4,126.526,147.984,Agricultural Fire
demo_000893,synthetic_demo,True,25.693803,70.718831,2026-05-19T18:48:00,MODIS,VIIRS,28.01,301.107,77.5,0.778,0.595,N,forest,5489.86,0.1593,,0.046943,0.102553,0.023589,0.00258,0.014307,0.353352,0.049149,0.407528,0.0,bare,0.407528,3,6,10,12,12,26.807,48.101,Unknown / Other
demo_000541,synthetic_demo,True,31.233563,78.586254,2026-08-26T08:11:00,MODIS,VIIRS,87.192,316.976,65.79,0.954,0.742,D,farm,786.67,0.0599,1415.65,0.007125,0.37494,0.012502,0.000851,0.388985,0.073003,0.040955,0.10143,0.00021,crops,0.388985,1,2,4,3,3,69.926,117.447,Agricultural Fire
demo_000978,synthetic_demo,True,25.120468,71.468758,2026-07-02T09:38:00,VIIRS,VIIRS,9.909,324.435,48.55,1.666,1.12,D,water,7073.47,0.109,452.15,0.047186,0.067188,0.043771,0.001437,0.17973,0.10524,0.031811,0.523637,0.0,bare,0.523637,3,8,10,11,11,7.756,12.868,Unknown / Other
demo_000877,synthetic_demo,True,27.583089,73.161814,2026-05-22T19:17:00,VIIRS,VIIRS,9.002,320.724,41.91,0.909,1.037,D,farm,2398.42,0.102,1874.59,0.253083,0.10984,0.174908,0.016051,0.003797,0.014176,0.001358,0.426788,0.0,bare,0.426788,1,3,7,6,6,6.346,10.303,Unknown / Other
demo_000526,synthetic_demo,True,31.145231,75.450815,2026-07-06T12:27:00,MODIS,VIIRS,49.488,323.492,83.74,1.645,1.493,D,industrial,692.58,0.1884,1570.58,0.003186,0.055219,0.020632,0.00073,0.462579,0.07201,0.133949,0.217375,0.03432,crops,0.462579,1,1,3,3,3,45.782,54.65,Agricultural Fire
demo_000957,synthetic_demo,True,28.075269,68.571702,2026-03-23T14:36:00,VIIRS,MODIS,39.616,326.631,53.17,0.632,1.202,N,none,4117.53,0.1435,3042.22,0.04464,0.131237,0.057566,0.058579,0.003673,0.116819,0.025292,0.562194,0.0,bare,0.562194,6,6,10,12,12,38.797,57.377,Unknown / Other
demo_000161,synthetic_demo,True,19.465569,71.963822,2026-07-28T13:59:00,VIIRS,MODIS,52.622,357.457,87.79,1.746,0.361,D,none,527.08,0.9992,2084.6,0.10587,0.032148,0.005049,0.047824,0.028805,0.003659,0.745179,0.029976,0.001489,built,0.745179,1,1,1,1,1,41.655,62.73,Industrial Fire
demo_000190,synthetic_demo,True,19.513571,71.916625,2026-02-17T12:42:00,MODIS,VIIRS,29.074,342.079,82.07,0.781,0.73,D,industrial,570.36,0.7362,876.76,0.123951,0.063382,0.073873,3.2e-05,0.034807,5.4e-05,0.563787,0.140114,0.0,built,0.563787,3,7,12,9,9,21.983,35.171,Industrial Fire
demo_000668,synthetic_demo,True,23.106854,86.87314,2026-02-21T16:29:00,MODIS,MODIS,67.595,338.037,81.2,0.98,1.144,N,industrial,72.37,0.8434,1219.2,0.183285,0.041143,0.006005,1e-06,0.001872,0.036709,0.595266,0.13572,0.0,built,0.595266,27,86,117,143,143,54.373,76.874,Persistent Thermal Source
demo_000823,synthetic_demo,True,25.671463,69.513642,2026-03-08T12:12:00,MODIS,VIIRS,19.741,325.045,82.49,0.929,1.477,D,forest,3476.3,0.0484,671.65,0.209559,0.103228,0.130912,0.041664,0.035516,0.085274,0.096025,0.297821,0.0,bare,0.297821,1,3,5,6,6,17.799,22.155,Unknown / Other
demo_000416,synthetic_demo,True,31.514492,76.512619,2026-05-19T19:43:00,VIIRS,VIIRS,22.865,323.644,97.0,1.008,0.432,D,water,1928.07,0.0986,653.62,0.033026,0.055591,0.026861,0.000131,0.669945,0.091685,0.008244,0.114503,1.3e-05,crops,0.669945,1,2,2,2,2,19.972,25.245,Agricultural Fire
demo_000471,synthetic_demo,True,30.426286,76.311828,2026-02-28T19:10:00,MODIS,MODIS,46.184,319.484,62.35,1.439,0.925,D,forest,1033.07,0.2498,324.92,0.022893,0.075584,0.10447,0.026287,0.403383,0.23737,0.021917,0.102059,0.006039,crops,0.403383,1,1,3,2,2,43.94,69.814,Agricultural Fire
demo_000922,synthetic_demo,True,27.488333,70.869549,2026-07-22T06:27:00,VIIRS,MODIS,3.343,315.237,80.65,0.958,1.609,D,forest,4667.61,0.0038,1620.27,0.010992,0.033723,0.010421,0.001431,0.131687,0.156338,0.074541,0.580866,0.0,bare,0.580866,1,1,3,3,3,3.134,4.447,Unknown / Other
demo_000273,synthetic_demo,True,23.975794,76.43049,2026-07-13T15:24:00,MODIS,VIIRS,151.539,336.579,95.24,0.413,1.667,D,industrial,2698.57,0.1131,1031.06,0.114868,0.481615,0.134761,0.0089,0.00022,0.185757,0.020434,0.035808,0.017637,trees,0.481615,1,1,4,3,3,120.385,152.285,Wildfire / Natural Fire
demo_000996,synthetic_demo,True,24.368281,68.714088,2026-01-16T01:22:00,MODIS,MODIS,19.982,308.501,76.46,1.771,0.73,D,farm,3323.93,0.0595,826.06,0.060981,0.105267,0.108059,0.000271,0.007632,0.385306,0.024654,0.301243,0.006588,shrub_scrub,0.385306,4,7,10,13,13,15.261,19.982,Unknown / Other
demo_000698,synthetic_demo,True,20.879988,83.998366,2026-02-19T16:46:00,VIIRS,MODIS,168.785,342.166,87.57,0.589,2.001,N,none,75.43,0.7148,45.07,0.23052,0.011218,0.019225,0.037022,0.001213,0.047057,0.477049,0.176695,0.0,built,0.477049,54,328,365,342,342,134.65,206.29,Persistent Thermal Source
demo_000339,synthetic_demo,True,22.321933,79.208548,2026-07-28T09:53:00,VIIRS,MODIS,153.82,322.345,99.43,1.059,0.639,N,industrial,4531.31,0.0851,42.48,0.035939,0.382882,0.092185,0.070438,0.009291,0.297856,0.103705,0.006848,0.000854,trees,0.382882,2,4,12,10,10,125.935,170.768,Wildfire / Natural Fire
demo_000602,synthetic_demo,True,23.823711,85.764566,2026-06-16T19:10:00,VIIRS,MODIS,130.607,336.126,92.62,0.988,1.467,D,industrial,658.66,0.6773,332.95,0.078529,0.010759,0.007497,0.00022,0.017798,0.00198,0.750012,0.132946,0.000258,built,0.750012,87,208,468,581,581,115.07,189.824,Persistent Thermal Source
demo_000247,synthetic_demo,True,23.088534,76.311494,2026-03-29T07:21:00,VIIRS,VIIRS,102.406,357.367,67.8,1.734,1.681,D,industrial,2783.72,0.0296,267.56,0.041261,0.441536,0.381423,0.025119,0.012355,0.066741,0.013512,0.018053,0.0,trees,0.441536,2,4,7,6,6,73.32,117.068,Wildfire / Natural Fire
demo_000202,synthetic_demo,True,23.748753,77.800033,2026-02-22T02:28:00,MODIS,MODIS,150.309,345.461,66.42,1.593,0.757,D,forest,2030.21,0.0632,584.39,0.087409,0.417773,0.167024,0.074105,0.002077,0.209606,0.014535,0.02747,0.0,trees,0.417773,1,3,6,7,7,131.949,150.309,Wildfire / Natural Fire
demo_000952,synthetic_demo,True,25.017177,70.764505,2026-04-17T20:34:00,VIIRS,MODIS,15.74,310.498,56.25,0.993,1.279,D,farm,2124.74,0.2385,13.14,0.036244,0.178342,0.062679,0.009,0.039357,0.153254,0.023648,0.497476,0.0,bare,0.497476,2,10,10,13,13,12.874,22.137,Unknown / Other
demo_000053,synthetic_demo,True,18.776699,72.056208,2026-02-20T12:00:00,VIIRS,VIIRS,138.891,333.421,84.4,0.61,0.462,N,warehouse,467.49,0.9765,715.77,0.037477,0.123322,0.02835,0.00111,0.005344,0.035128,0.45894,0.310329,0.0,built,0.45894,6,14,25,28,28,117.421,138.891,Industrial Fire
demo_000073,synthetic_demo,True,20.709212,74.250321,2026-07-19T12:09:00,MODIS,VIIRS,107.448,335.073,82.94,1.339,0.371,D,industrial,292.76,0.5703,234.11,0.119607,0.075264,0.000726,4e-06,0.014906,0.007671,0.668677,0.113078,6.7e-05,built,0.668677,3,8,26,22,22,91.77,124.498,Industrial Fire
demo_000466,synthetic_demo,True,30.270274,73.872633,2026-05-13T17:47:00,VIIRS,VIIRS,34.721,332.253,75.5,1.068,1.123,N,farm,667.57,0.1819,1021.52,0.098673,0.017546,0.177689,0.025828,0.391802,0.196622,0.016936,0.074904,0.0,crops,0.391802,1,1,1,1,1,33.616,37.596,Agricultural Fire
demo_000968,synthetic_demo,True,28.000119,69.772882,2026-08-04T08:37:00,MODIS,VIIRS,26.435,307.014,67.04,1.321,0.964,N,forest,3630.55,0.1767,537.29,0.016777,0.107004,0.051961,0.166536,0.011763,0.042285,0.154075,0.449585,1.4e-05,bare,0.449585,1,2,4,4,4,19.437,31.806,Unknown / Other
demo_000448,synthetic_demo,True,29.873292,75.657191,2026-02-20T18:40:00,MODIS,MODIS,30.387,322.358,68.35,0.789,1.962,D,forest,990.98,0.0619,675.23,0.017712,0.07211,0.261312,0.043293,0.325425,0.066928,0.069681,0.142498,0.001041,crops,0.325425,1,1,2,2,2,22.576,33.17,Agricultural Fire
demo_000874,synthetic_demo,True,25.969639,68.0,2026-01-13T14:28:00,VIIRS,MODIS,10.269,316.486,48.98,1.58,0.822,D,none,3049.2,0.0868,2091.48,0.010725,0.276956,0.033736,0.02934,0.048273,0.026189,0.135274,0.439507,0.0,bare,0.439507,2,2,3,5,5,10.032,12.154,Unknown / Other
demo_000573,synthetic_demo,True,32.196771,75.998149,2026-07-01T07:39:00,MODIS,VIIRS,42.982,326.278,77.99,1.713,1.132,D,forest,857.87,0.2522,616.21,0.126737,0.061351,0.163877,0.001836,0.384651,0.000124,0.070705,0.190719,0.0,crops,0.384651,1,2,4,3,3,30.443,52.807,Agricultural Fire
demo_000789,synthetic_demo,True,22.951097,85.622538,2026-02-15T03:48:00,VIIRS,VIIRS,93.54,346.46,84.35,0.402,0.708,D,farm,129.11,0.8523,775.41,0.028317,0.039394,0.249586,0.001039,0.002705,0.009274,0.550173,0.119513,0.0,built,0.550173,86,187,655,519,519,81.758,147.024,Persistent Thermal Source
demo_000596,synthetic_demo,True,31.194675,74.804845,2026-01-21T04:33:00,MODIS,MODIS,28.11,318.848,67.28,0.851,0.565,D,industrial,696.25,0.2366,653.98,0.050033,0.043963,0.042798,0.028476,0.40209,0.171452,0.046181,0.215008,0.0,crops,0.40209,1,1,2,2,2,25.562,37.003,Agricultural Fire
